mal_id,title,source,episodes,synopsis,year,season,producers,genres,studios,demographics,themes,rating,sequel,favorites,score,wc,dropped,forum,type
55772,Golden Kamuy: Saishuushou,Manga,13.0,"Ex-convict Keiji Ueji appears in Sapporo, causing all the different factions to travel to the city in hopes of obtaining part of the map to the Ainu gold that is tattooed on his skin. At the same time, a figure who appears to be a copycat of Jack the Ripper terrorizes the streets of Sapporo. Saichi Sugimoto, Asirpa, and Yoshitake Shiraishi—joined by Fusatarou ""Boutarou the Pirate"" Oosawa and Vasily Pavlichenko—temporarily ally themselves with Toshizou Hijikata, as his faction's motives are somewhat less disturbing than those of Seventh Division's First Lieutenant Tokushirou Tsurumi.

Asirpa attempts to collect all the information needed to tell apart the fake skins from the real ones, but she cannot decipher the map with certainty. Sugimoto swears never to part with Asirpa again, but the commotion around the serial killer allows for new betrayals and Tsurumi's plan for capturing Asirpa to advance. As the hunt for the gold nears its conclusion, the future of the Ainu rests in the hands of those who claim it first.

[Written by MAL Rewrite]",2026.0,winter,"['Magic Capsule', 'NBCUniversal Entertainment Japan', 'Tokyo MX', 'Good Smile Company', 'Sammy', 'Shueisha', 'JR East Marketing & Communications', 'Twin Engine']","['Action', 'Adventure']","[""Brain's Base""]",['Seinen'],"['Adult Cast', 'Historical', 'Military']",R - 17+ (violence & profanity),True,218,8.4,30750,374,664,TV
55774,"Himesama ""Goumon"" no Jikan desu",Manga,12.0,"As the commander of the Imperial Army's Third Legion, the Royal Empire's princess has led humanity to countless victories against the demonic Hellhorde. However, she has now been captured by the enemy and confined to the dungeons, with her sentient sword, Ex, as her only company.

Due to her royal status, the princess knows invaluable secrets that would help the Hellhorde achieve dominance. To have her reveal all the information they need, the demons do not hesitate to subject the princess to the most vile forms of torture—that is, tempting her with delicious food, lasting friendships, adorable animals, and the most enjoyable experiences imaginable.

[Written by MAL Rewrite]",2024.0,winter,"['Shogakukan-Shueisha Productions', 'Magic Capsule', 'Shogakukan Music & Digital Entertainment', 'Bushiroad', 'Tokyo MX', 'Universal Music Japan', 'Kansai TV', 'BS11', 'JR East Marketing & Communications', 'AbemaTV', 'Bandai Spirits']","['Comedy', 'Fantasy', 'Gourmet']",['PINE JAM'],['Shounen'],[],PG-13 - Teens 13 or older,False,267,7.26,46344,8847,634,TV
55775,Kizuna no Allele Season 2,Original,12.0,"Through their combined effort, the members of PathTLIVE have made it to the Virtual Grid Awards at ADEN Academy. Miracle, Chris, Quan, Riz, and Noelle—along with several other top virtual artists—will compete in the main event of the ceremony: a Unit Battle, where participants enter as a team to compete for a spot in the main event's concert.

As the competition heats up, PathTLIVE reviews their competitors who have made it to the main event and evaluates if they have what it takes to win. But when the girls begin to lose confidence, they look inward to see how they can improve themselves to prepare for the Unit Battle. Through collaborations with other top performers, each girl explores new facets of what it means to be a virtual artist.

[Written by MAL Rewrite]",2023.0,fall,"['TV Tokyo', 'Shogakukan-Shueisha Productions', 'Animax', 'Movic', 'Bandai', 'Shogakukan Music & Digital Entertainment', 'NTT Docomo', 'Legs', 'NetEase', 'Kizuna AI']",[],"['Wit Studio', 'Signal.MD']",[],"['Music', 'School']",PG-13 - Teens 13 or older,True,14,5.69,2373,422,0,TV
55791,[Oshi no Ko] 2nd Season,Manga,13.0,"With the help of producer Masaya Kaburagi, Aquamarine ""Aqua"" Hoshino and Kana Arima have landed the roles of Touki and Tsurugi in Lala Lai Theatrical Company's stage adaptation of the popular manga series Tokyo Blade. Co-starring with them is Aqua's girlfriend, Akane Kurokawa, who plays Touki's fiancée, Princess Saya. Due to the fanbase preferring Tsurugi as Touki's love interest, Saya has made fewer and fewer appearances in the manga, making it difficult for Akane to fully immerse herself in the role. Her struggles are compounded by differences between the play's script and the original work—differences that also frustrate Tokyo Blade's author, Abiko Samejima.

Aqua, however, is more concerned with his personal goals than he is with the play. He has only one objective in mind: to grow closer to director Toshirou Kindaichi and find out what he knows about Aqua's mother, Ai.

[Written by MAL Rewrite]",2024.0,summer,"['Delfi Sound', 'Shueisha', 'CyberAgent', 'Kadokawa']",['Drama'],['Doga Kobo'],['Seinen'],"['Reincarnation', 'Showbiz']",PG-13 - Teens 13 or older,True,6139,8.5,388990,8339,3240,TV
55813,Mashle: Shinkakusha Kouho Senbatsu Shiken-hen,Manga,12.0,"After Mash Burnedead's clash with Magia Lupus, the secret about his powers is now out in the open. The short-lived celebration ends when the Bureau of Magic summons Mash before an audience of Divine Visionaries, who collectively decree Mash should reap the consequences and die. However, an evil shadow organization called Innocent Zero hijacks the inquiry to demand that Mash be kept alive.

Mash proves that he is capable of dealing with Innocent Zero, but the Divine Visionaries' verdict remains unchanged. Luckily, Mash finds unexpected allies in Divine Visionary Rayne Ames and Headmaster Wahlberg Baigan, and they successfully defer his execution until Innocent Zero is defeated. Mash is now allowed to live under one condition: he must be selected as the Divine Visionary candidate by the year's end.

[Written by MAL Rewrite]",2024.0,winter,"['Aniplex', 'Shueisha', 'ADK', 'INSPION Edge']","['Action', 'Comedy', 'Fantasy']",['A-1 Pictures'],['Shounen'],"['Gag Humor', 'Parody', 'School']",PG-13 - Teens 13 or older,True,2127,7.77,440743,8828,1419,TV
55823,Natsume Yuujinchou Shichi,Manga,12.0,"As a young child, Takashi Natsume believed his ability to see youkai to be nothing but a curse. Now a high school student, Natsume has managed to heal from his old wounds and form unbreakable bonds with humans and youkai alike. Natsume's newfound friendships—including the one with his spirit bodyguard Madara, nicknamed ""Nyanko-sensei""—are often interlaced with his duty to return the names of the spirits written inside the Book of Friends, his late grandmother Reiko's keepsake. While more remarkable youkai reach out to him, Natsume discovers that he still has much to learn about the world that surrounds him.

[Written by MAL Rewrite]",2024.0,fall,"['TV Tokyo', 'Aniplex', 'Nihon Ad Systems', 'Hakusensha', 'Ai Addiction']","['Slice of Life', 'Supernatural']",['Shuka'],['Shoujo'],"['Iyashikei', 'Mythology']",PG-13 - Teens 13 or older,True,546,8.57,30234,653,501,TV
55825,Jigokuraku 2nd Season,Manga,12.0,"Seeking the key to the elixir of immortality, the group arrives at the fortress of the island's monstrous ruler, the ""Tensen."" To survive and escape the island, cooperation becomes essential—regardless of whether one is a condemned criminal or an executioner.

Meanwhile, the shogunate orders additional landings on the island of the Immortal Realm, led by Shugen Yamada Asayemon. Among them are the Ishigakure clan, who share a past with Gabimaru.

Desperate to find the elixir and escape the island, Gabimaru and his companions face the Tensen in a battle that escalates into an all-out confrontation between humans and immortals!

(Source: Twin Engine, edited)",2026.0,winter,"['Fujipacific Music', 'Twin Engine', 'dugout']","['Action', 'Adventure', 'Supernatural']",['MAPPA'],['Shounen'],"['Gore', 'Historical', 'Samurai']",R - 17+ (violence & profanity),True,3108,8.16,253250,3085,1625,TV
55830,Fate/strange Fake,Light novel,13.0,"A new Holy Grail War is emerging in Snowfield, Nevada, where mages from around the world summon Servants, heroic spirits drawn from myth and history, to fight on their behalf. However, this war seems to differ from previous ones. The organization behind it appears to have used data from the Fuyuki Grail War for their ritual, resulting in strange happenings. 

Unbeknownst to most participants, this budding conflict is actually a fake Grail War. There exists another set of seven true Servants who are summoned to fight in the genuine Holy Grail War. One of these Servants is a powerful Saber-class who saves the life of Ayaka Sajou, his apparent master, after being summoned. 

With hidden agendas and unpredictable forces at play, the line between the fake and true Grail War becomes unclear, turning Snowfield into a dangerous battlefield.

[Written by MAL Rewrite]",2026.0,winter,"['Aniplex', 'Notes', 'Tokyo MX', 'BS11', 'Contents Seed', 'INSPION Edge']","['Action', 'Fantasy']",['A-1 Pictures'],[],['Urban Fantasy'],R - 17+ (violence & profanity),True,1216,8.27,109491,2314,1705,TV
55837,Zombie Dumb 2,Original,17.0,The second season of Zombie Dumb.,2017.0,fall,[],"['Comedy', 'Supernatural']",['ANYZAC'],['Kids'],[],PG - Children,True,0,,54,52,0,TV
55838,Zombie Dumb 3,Original,17.0,The third season of Zombie Dumb.,2022.0,fall,[],"['Comedy', 'Supernatural']",['ANYZAC'],['Kids'],[],PG - Children,True,0,,50,63,0,TV
55842,Okinawa de Suki ni Natta Ko ga Hougen Sugite Tsurasugiru,Web manga,12.0,"Moving from Tokyo to Okinawa island, Teruaki ""Teru"" Nakamura unexpectedly falls in love with his outgoing classmate Hina Kyan, who readily ensures he feels included at his new high school. However, due to her strong local dialect, Teru often has a hard time understanding what Hina is saying. Even so, Hina continues to passionately explain the diverse Okinawan culture to him.

Fortunately for Teru, Hina's best friend Kana Higa is eager to help with translation and even offers to teach him useful words and phrases. Yet, Kana has her own reasons—she has developed a crush on Teru and uses this opportunity to talk to him. As Teru, Hina, and Kana spend more time together, unaware of one another's feelings, Teru learns more about his new home and enjoys the company of his friends.

[Written by MAL Rewrite]",2025.0,winter,"['Asmik Ace', 'Studio Mausu', 'King Records', 'BS11', 'Happinet Phantom Studios', 'Ashibi Company']","['Comedy', 'Romance']",['Millepensee'],[],"['Love Polygon', 'School']",PG-13 - Teens 13 or older,False,199,7.09,40096,6169,746,TV
55843,Rebuild World,Light novel,,"The pinnacle of human civilization has come and gone, leaving only ruins in its wake. Society and science now struggle to rebuild, rediscovering scraps of knowledge from powerful ancient artifacts that defy comprehension. These relics of the ""Old World"" can make the fortunes of those who find them—if ancient security systems and rogue bioweapons don't kill the relic hunters first.

Akira, a young street orphan, sets out to become one such hunter to escape his brutal life in the slums. Untrained, malnourished, and poorly armed, Akira would be lucky to make it back from the ruins alive—until an encounter with Alpha, a mysterious, ghostly woman, changes his fate forever. Alpha needs a hunter, and she's willing to train Akira to get one.

Will her support be enough to help a penniless kid from the slums climb to the top of a crushing and merciless world?

(Source: J-Novel Club)",,,[],"['Action', 'Sci-Fi']",[],[],[],None,False,48,,0,0,0,TV
55844,Tasogare Out Focus,Manga,12.0,"Despite a rocky start to their relationship, second-year high school students Mao Tsuchiya and Hisashi Ootomo have managed to find a way to coexist in their dorm room for another year. The roommates swear to abide by three simple promises: Mao must refrain from outing Ootomo as gay and having a boyfriend; Ootomo, in turn, must not fall in love with Mao; and the two must respect each other's privacy when one of them ""needs time to himself."" While these are simple asks, the school's film club's new project suddenly puts them at risk.

The club's short film for the year is a boys' love story between a class president and a delinquent—a role for which Ootomo is considered the perfect fit. As the principal photographer in charge of composing every scene, Mao oversees all of the intimate moments between the leads, and though he wishes he could deny it, his growing attraction to his roommate is affecting the movie's production. But as things start to intensify—both in the film and in his personal life—Mao is soon forced to confront these complex emotions head-on.

[Written by MAL Rewrite]",2024.0,summer,"['Sotsu', 'Kodansha', 'Movic', 'BS Fuji', 'Ai Addiction', 'Crunchyroll', 'AQUA ARIS']",['Boys Love'],['Studio Deen'],[],['School'],PG-13 - Teens 13 or older,False,506,7.48,34048,3679,519,TV
